ID	CONCEPT	DOCULECT	VALUE	FORM	TOKENS	GLOTTOLOG	COG	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	COGIDS	ALIGNMENT
548	mouth	PangKham	muaɁ	muaɁ	m ua ʔ		1-35	4 7 1	AXN	MYH	14	14.M.C 14.Y.V 14.H.c	2.0 1.5 0.8	muaʔ	0	1197	m ua ʔ
549	mouth	ManLoi	muaɁ	muaɁ	m ua ʔ		1-35	4 7 1	AXN	MYH	8	8.M.C 8.Y.V 8.H.c	2.0 1.5 0.8	muaʔ	0	1197	m ua ʔ
550	mouth	MengDan	mojɁ	mojɁ	m oi ʔ	khan1274	1-35	4 7 1	AXN	MUH	9	9.M.C 9.U.V 9.H.c	2.0 1.5 0.8	moiʔ	0	1197	m oi ʔ
551	mouth	ChuDongGua	mojɁ	mojɁ	m oi ʔ		1-35	4 7 1	AXN	MUH	3	3.M.C 3.U.V 3.H.c	2.0 1.5 0.8	moiʔ	0	1197	m oi ʔ
552	mouth	XiangZhaiTang	mojɁ	mojɁ	m oi ʔ	ruma1248	1-35	4 7 1	AXN	MUH	16	16.M.C 16.U.V 16.H.c	2.0 1.5 0.8	moiʔ	0	1197	m oi ʔ
553	mouth	PongNuea	moːc	moːc	m oː c		1-35	4 7 1	AXN	MUC	15	15.M.C 15.U.V 15.C.c	2.0 1.5 0.8	moːc	0	1197	m oː c
554	mouth	NyaungGone	moc	moc	m o c		1-35	4 7 1	AXN	MUC	13	13.M.C 13.U.V 13.C.c	2.0 1.5 0.8	moc	0	1197	m o c
555	mouth	NoeLae	moc	moc	m o c		1-35	4 7 1	AXN	MUC	12	12.M.C 12.U.V 12.C.c	2.0 1.5 0.8	moc	0	1197	m o c
556	mouth	BanPaw	mot	mot	m o t		1-35	4 7 1	AXN	MUT	1	1.M.C 1.U.V 1.T.c	2.0 1.5 0.8	mot	0	1197	m o t
557	mouth	ChaYeQing	mojʔ	mojʔ	m oi ʔ		1-35	4 7 1	AXN	MUH	2	2.M.C 2.U.V 2.H.c	2.0 1.5 0.8	moiʔ	0	1197	m oi ʔ
558	mouth	GuangKa	mojʔ	mojʔ	m oi ʔ	ruma1248	1-35	4 7 1	AXN	MUH	4	4.M.C 4.U.V 4.H.c	2.0 1.5 0.8	moiʔ	0	1197	m oi ʔ
559	mouth	MangBang	mojʔ	mojʔ	m oi ʔ	ruma1248	1-35	4 7 1	AXN	MUH	7	7.M.C 7.U.V 7.H.c	2.0 1.5 0.8	moiʔ	0	1197	m oi ʔ
560	mouth	NanSang	mojɁ	mojɁ	m oi ʔ	ruma1248	1-35	4 7 1	AXN	MUH	11	11.M.C 11.U.V 11.H.c	2.0 1.5 0.8	moiʔ	0	1197	m oi ʔ
665	nail	NamHsan	rәnim	rәnim	r ə + n i m		1-43	5 7 9 4 7 4	AX_AXN	RE_NIM	10	10.R.C 10.E.V 10._._ 10.N.C 10.I.V 10.M.c	2.0 1.5 0.0 2.0 1.5 0.8	rə+nim	0	1218 1215	r ə + n - i m
666	nail	KhunHawt	rәnimɗiː	rәnimɗiː	r ə + n i m + ɗ iː		1-43	5 7 9 4 7 4 9 1 7	AX_AXN_AX	RE_NIM_TI	6	6.R.C 6.E.V 6._._ 6.N.C 6.I.V 6.M.c 6._._ 6.T.C 6.I.V	2.0 1.5 0.0 2.0 1.5 0.8 0.0 2.0 1.5	rə+nim+ɗiː	0	1218 1214 1219	r ə + n i m + ɗ iː
667	nail	HtanHsan	rәnhim	rәnhim	r ə + n h i m		1-43	5 7 9 4 3 7 4	AX_ACYN	RE_NHIM	5	5.R.C 5.E.V 5._._ 5.N.C 5.H.C 5.I.V 5.M.c	2.0 1.5 0.0 2.0 1.5 1.3 0.8	rə+nhim	0	1218 1215	r ə + n h i m
668	nail	PangKham	ʔahim	ʔahim	ʔ a + h i m		2-43	1 7 9 3 7 4	AX_AXN	HA_HIM	14	14.H.C 14.A.V 14._._ 14.H.C 14.I.V 14.M.c	2.0 1.5 0.0 2.0 1.5 0.8	ʔa+him	0	1217 1215	ʔ a + - h i m
669	nail	ManLoi	ʔahim	ʔahim	ʔ a + h i m		2-43	1 7 9 3 7 4	AX_AXN	HA_HIM	8	8.H.C 8.A.V 8._._ 8.H.C 8.I.V 8.M.c	2.0 1.5 0.0 2.0 1.5 0.8	ʔa+him	0	1217 1215	ʔ a + - h i m
670	nail	MengDan	ʔahim	ʔahim	ʔ a + h i m	khan1274	2-43	1 7 9 3 7 4	AX_AXN	HA_HIM	9	9.H.C 9.A.V 9._._ 9.H.C 9.I.V 9.M.c	2.0 1.5 0.0 2.0 1.5 0.8	ʔa+him	0	1217 1215	ʔ a + - h i m
671	nail	ChuDongGua	ʔahim	ʔahim	ʔ a + h i m		2-43	1 7 9 3 7 4	AX_AXN	HA_HIM	3	3.H.C 3.A.V 3._._ 3.H.C 3.I.V 3.M.c	2.0 1.5 0.0 2.0 1.5 0.8	ʔa+him	0	1217 1215	ʔ a + - h i m
672	nail	XiangZhaiTang	ŋhiːm	ŋhiːm	ŋ + h iː m	ruma1248	2-43	4 9 3 7 4	A_AXN	N_HIM	16	16.N.C 16._._ 16.H.C 16.I.V 16.M.c	2.0 0.0 2.0 1.5 0.8	ŋ+hiːm	0	1214 1215	ŋ - - + - h iː m
673	nail	PongNuea	ŋhiːm	ŋhiːm	ŋ + h iː m		2-43	4 9 3 7 4	A_AXN	N_HIM	15	15.N.C 15._._ 15.H.C 15.I.V 15.M.c	2.0 0.0 2.0 1.5 0.8	ŋ+hiːm	0	1214 1215	ŋ - - + - h iː m
674	nail	NyaungGone	ŋ him	ŋ him	ŋ + h i m		2-43	4 9 3 7 4	A_AXN	N_HIM	13	13.N.C 13._._ 13.H.C 13.I.V 13.M.c	2.0 0.0 2.0 1.5 0.8	ŋ+him	0	1214 1215	ŋ - - + - h i m
675	nail	NoeLae	ŋ him	ŋ him	ŋ + h i m		2-43	4 9 3 7 4	A_AXN	N_HIM	12	12.N.C 12._._ 12.H.C 12.I.V 12.M.c	2.0 0.0 2.0 1.5 0.8	ŋ+him	0	1214 1215	ŋ - - + - h i m
676	nail	BanPaw	ŋ him	ŋ him	ŋ + h i m		2-43	4 9 3 7 4	A_AXN	N_HIM	1	1.N.C 1._._ 1.H.C 1.I.V 1.M.c	2.0 0.0 2.0 1.5 0.8	ŋ+him	0	1214 1215	ŋ - - + - h i m
677	nail	ChaYeQing	khiːm	khiːm	kʰ iː m		3-43	1 7 4	AXN	KIM	2	2.K.C 2.I.V 2.M.c	2.0 1.5 0.8	kʰiːm	0	1216	kʰ iː m
678	nail	GuangKa	khiːm	khiːm	kʰ iː m	ruma1248	3-43	1 7 4	AXN	KIM	4	4.K.C 4.I.V 4.M.c	2.0 1.5 0.8	kʰiːm	0	1216	kʰ iː m
679	nail	MangBang	khiːm	khiːm	kʰ iː m	ruma1248	3-43	1 7 4	AXN	KIM	7	7.K.C 7.I.V 7.M.c	2.0 1.5 0.8	kʰiːm	0	1216	kʰ iː m
680	nail	NanSang	kiːm	kiːm	k iː m	ruma1248	3-43	1 7 4	AXN	KIM	11	11.K.C 11.I.V 11.M.c	2.0 1.5 0.8	kiːm	0	1216	k iː m
792	name	NamHsan	ʨɨː	ʨɨː	tɕ ɨː		1-51	2 7	AX	CI	10	10.C.C 10.I.V	2.0 1.5	tɕɨː	0	1244	tɕ ɨː
793	name	KhunHawt	ʥɨː	ʥɨː	dʑ ɨː		1-51	2 7	AX	CI	6	6.C.C 6.I.V	2.0 1.5	dʑɨː	0	1244	dʑ ɨː
794	name	HtanHsan	ʥɨː	ʥɨː	dʑ ɨː		1-51	2 7	AX	CI	5	5.C.C 5.I.V	2.0 1.5	dʑɨː	0	1244	dʑ ɨː
795	name	PangKham	ʨɨː	ʨɨː	tɕ ɨː		1-51	2 7	AX	CI	14	14.C.C 14.I.V	2.0 1.5	tɕɨː	0	1244	tɕ ɨː
796	name	ManLoi	ʨɨː	ʨɨː	tɕ ɨː		1-51	2 7	AX	CI	8	8.C.C 8.I.V	2.0 1.5	tɕɨː	0	1244	tɕ ɨː
797	name	MengDan	ʨɨː	ʨɨː	tɕ ɨː	khan1274	1-51	2 7	AX	CI	9	9.C.C 9.I.V	2.0 1.5	tɕɨː	0	1244	tɕ ɨː
798	name	ChuDongGua	ʨɨː	ʨɨː	tɕ ɨː		1-51	2 7	AX	CI	3	3.C.C 3.I.V	2.0 1.5	tɕɨː	0	1244	tɕ ɨː
799	name	XiangZhaiTang	ʨɨː	ʨɨː	tɕ ɨː	ruma1248	1-51	2 7	AX	CI	16	16.C.C 16.I.V	2.0 1.5	tɕɨː	0	1244	tɕ ɨː
800	name	PongNuea	ʨɨː	ʨɨː	tɕ ɨː		1-51	2 7	AX	CI	15	15.C.C 15.I.V	2.0 1.5	tɕɨː	0	1244	tɕ ɨː
801	name	NyaungGone	cɨ	cɨ	c ɨ		1-51	1 7	AX	CI	13	13.C.C 13.I.V	2.0 1.5	cɨ	0	1244	c ɨ
802	name	NoeLae	cɨ	cɨ	c ɨ		1-51	1 7	AX	CI	12	12.C.C 12.I.V	2.0 1.5	cɨ	0	1244	c ɨ
803	name	BanPaw	cɨ	cɨ	c ɨ		1-51	1 7	AX	CI	1	1.C.C 1.I.V	2.0 1.5	cɨ	0	1244	c ɨ
804	name	ChaYeQing	ʥɨː	ʥɨː	dʑ ɨː		1-51	2 7	AX	CI	2	2.C.C 2.I.V	2.0 1.5	dʑɨː	0	1244	dʑ ɨː
805	name	MangBang	ʥɨː	ʥɨː	dʑ ɨː	ruma1248	1-51	2 7	AX	CI	7	7.C.C 7.I.V	2.0 1.5	dʑɨː	0	1244	dʑ ɨː
806	name	NanSang	ʨɨː	ʨɨː	tɕ ɨː	ruma1248	1-51	2 7	AX	CI	11	11.C.C 11.I.V	2.0 1.5	tɕɨː	0	1244	tɕ ɨː
1395	near	NamHsan	tadaɁ	tadaɁ	t a + d a ʔ		1-89	1 7 9 1 7 1	AX_AXN	TA_TAH	10	10.T.C 10.A.V 10._._ 10.T.C 10.A.V 10.H.c	2.0 1.5 0.0 2.0 1.5 0.8	ta+daʔ	0	1262 1265	t a - + d a ʔ
1396	near	KhunHawt	dat	dat	d a t		1-89	1 7 1	AXN	TAT	6	6.T.C 6.A.V 6.T.c	2.0 1.5 0.8	dat	0	1262	d a t
1397	near	HtanHsan	dat	dat	d a t		1-89	1 7 1	AXN	TAT	5	5.T.C 5.A.V 5.T.c	2.0 1.5 0.8	dat	0	1262	d a t
1398	near	PangKham	Ɂad̤at	Ɂad̤at	ʔ a + d̤ a t		1-89	1 7 9 1 7 1	AX_AXN	HA_TAT	14	14.H.C 14.A.V 14._._ 14.T.C 14.A.V 14.T.c	2.0 1.5 0.0 2.0 1.5 0.8	ʔa+d̤at	0	1266 1262	ʔ a + d̤ a t
1399	near	ManLoi	taɁ	taɁ	t a ʔ		1-89	1 7 1	AXN	TAH	8	8.T.C 8.A.V 8.H.c	2.0 1.5 0.8	taʔ	0	1262	t a ʔ
1400	near	MengDan	ndat	ndat	n + d a t	khan1274	1-89	4 9 1 7 1	A_AXN	N_TAT	9	9.N.C 9._._ 9.T.C 9.A.V 9.T.c	2.0 0.0 2.0 1.5 0.8	n+dat	0	1261 1262	n + d a t
1401	near	ChuDongGua	dat	dat	d a t		1-89	1 7 1	AXN	TAT	3	3.T.C 3.A.V 3.T.c	2.0 1.5 0.8	dat	0	1262	d a t
1402	near	XiangZhaiTang	mtat	mtat	m + t a t	ruma1248	1-89	4 9 1 7 1	A_AXN	M_TAT	16	16.M.C 16._._ 16.T.C 16.A.V 16.T.c	2.0 0.0 2.0 1.5 0.8	m+tat	0	1267 1262	m + t a t
1403	near	PongNuea	khriaɁ	khriaɁ	kʰ r ia ʔ		2-89	1 5 7 1	ACXN	KRIH	15	15.K.C 15.R.C 15.I.V 15.H.c	2.0 1.5 1.5 0.8	kʰriaʔ	0	1260	kʰ r ia ʔ
1404	near	NyaungGone	khriaʔ	khriaʔ	kʰ r ia ʔ		2-89	1 5 7 1	ACXN	KRIH	13	13.K.C 13.R.C 13.I.V 13.H.c	2.0 1.5 1.5 0.8	kʰriaʔ	0	1260	kʰ r ia ʔ
1405	near	NoeLae	khriaɁ	khriaɁ	kʰ r ia ʔ		2-89	1 5 7 1	ACXN	KRIH	12	12.K.C 12.R.C 12.I.V 12.H.c	2.0 1.5 1.5 0.8	kʰriaʔ	0	1260	kʰ r ia ʔ
1406	near	BanPaw	khriaɁ	khriaɁ	kʰ r ia ʔ		2-89	1 5 7 1	ACXN	KRIH	1	1.K.C 1.R.C 1.I.V 1.H.c	2.0 1.5 1.5 0.8	kʰriaʔ	0	1260	kʰ r ia ʔ
1407	near	ChaYeQing	ndɔʔ	ndɔʔ	n + d ɔ ʔ		3-89	4 9 1 7 1	A_AXN	N_TUH	2	2.N.C 2._._ 2.T.C 2.U.V 2.H.c	2.0 0.0 2.0 1.5 0.8	n+dɔʔ	0	1261 1262	n + d ɔ ʔ
1408	near	GuangKa	təʨɔm	təʨɔm	t ə + tɕ ɔ m	ruma1248	4-89	1 7 9 2 7 4	AX_AXN	TE_CUM	4	4.T.C 4.E.V 4._._ 4.C.C 4.U.V 4.M.c	2.0 1.5 0.0 2.0 1.5 0.8	tə+tɕɔm	0	1262 1263	t ə - + tɕ ɔ m
1409	near	MangBang	kaʨam	kaʨam	k a + tɕ a m	ruma1248	4-89	1 7 9 2 7 4	AX_AXN	KA_CAM	7	7.K.C 7.A.V 7._._ 7.C.C 7.A.V 7.M.c	2.0 1.5 0.0 2.0 1.5 0.8	ka+tɕam	0	1264 1263	k a + tɕ a m
1410	near	NanSang	kaʨam	kaʨam	k a + tɕ a m	ruma1248	4-89	1 7 9 2 7 4	AX_AXN	KA_CAM	11	11.K.C 11.A.V 11._._ 11.C.C 11.A.V 11.M.c	2.0 1.5 0.0 2.0 1.5 0.8	ka+tɕam	0	1264 1263	k a + tɕ a m
1459	new	NamHsan	kәnmɛː	kәnmɛː	k ə n + m ɛː		1-93	1 7 4 9 4 7	AXN_AX	KEN_ME	10	10.K.C 10.E.V 10.N.c 10._._ 10.M.C 10.E.V	2.0 1.5 0.8 0.0 2.0 1.5	kən+mɛː	0	1285 1286	k ə n + m ɛː -
1460	new	KhunHawt	karmej	karmej	k a r + m e j		2-93	1 7 5 9 4 7 6	AXN_AXN	KAR_MEJ	6	6.K.C 6.A.V 6.R.c 6._._ 6.M.C 6.E.V 6.J.c	2.0 1.5 0.8 0.0 2.0 1.5 0.8	kar+mej	0	1285 1286	k a r + m e j
1461	new	HtanHsan	kәnmej	kәnmej	k ə n + m e j		2-93	1 7 4 9 4 7 6	AXN_AXN	KEN_MEJ	5	5.K.C 5.E.V 5.N.c 5._._ 5.M.C 5.E.V 5.J.c	2.0 1.5 0.8 0.0 2.0 1.5 0.8	kən+mej	0	1285 1286	k ə n + m e j
1462	new	PangKham	kamaːj	kamaːj	k a + m aː j		2-93	1 7 9 4 7 6	AX_AXN	KA_MAJ	14	14.K.C 14.A.V 14._._ 14.M.C 14.A.V 14.J.c	2.0 1.5 0.0 2.0 1.5 0.8	ka+maːj	0	1285 1286	k a - + m aː j
1463	new	ManLoi	kamaːj	kamaːj	k a + m aː j		2-93	1 7 9 4 7 6	AX_AXN	KA_MAJ	8	8.K.C 8.A.V 8._._ 8.M.C 8.A.V 8.J.c	2.0 1.5 0.0 2.0 1.5 0.8	ka+maːj	0	1285 1286	k a - + m aː j
1464	new	MengDan	kamaj	kamaj	k a + m a j	khan1274	2-93	1 7 9 4 7 6	AX_AXN	KA_MAJ	9	9.K.C 9.A.V 9._._ 9.M.C 9.A.V 9.J.c	2.0 1.5 0.0 2.0 1.5 0.8	ka+maj	0	1285 1286	k a - + m a j
1465	new	ChuDongGua	kamaj	kamaj	k a + m a j		2-93	1 7 9 4 7 6	AX_AXN	KA_MAJ	3	3.K.C 3.A.V 3._._ 3.M.C 3.A.V 3.J.c	2.0 1.5 0.0 2.0 1.5 0.8	ka+maj	0	1285 1286	k a - + m a j
1466	new	XiangZhaiTang	kamaːj	kamaːj	k a + m aː j	ruma1248	2-93	1 7 9 4 7 6	AX_AXN	KA_MAJ	16	16.K.C 16.A.V 16._._ 16.M.C 16.A.V 16.J.c	2.0 1.5 0.0 2.0 1.5 0.8	ka+maːj	0	1285 1286	k a - + m aː j
1467	new	PongNuea	kamaːj	kamaːj	k a + m aː j		2-93	1 7 9 4 7 6	AX_AXN	KA_MAJ	15	15.K.C 15.A.V 15._._ 15.M.C 15.A.V 15.J.c	2.0 1.5 0.0 2.0 1.5 0.8	ka+maːj	0	1285 1286	k a - + m aː j
1468	new	NyaungGone	kamaj	kamaj	k a + m a j		2-93	1 7 9 4 7 6	AX_AXN	KA_MAJ	13	13.K.C 13.A.V 13._._ 13.M.C 13.A.V 13.J.c	2.0 1.5 0.0 2.0 1.5 0.8	ka+maj	0	1285 1286	k a - + m a j
1469	new	NoeLae	kamaj	kamaj	k a + m a j		2-93	1 7 9 4 7 6	AX_AXN	KA_MAJ	12	12.K.C 12.A.V 12._._ 12.M.C 12.A.V 12.J.c	2.0 1.5 0.0 2.0 1.5 0.8	ka+maj	0	1285 1286	k a - + m a j
1470	new	BanPaw	kamaj	kamaj	k a + m a j		2-93	1 7 9 4 7 6	AX_AXN	KA_MAJ	1	1.K.C 1.A.V 1._._ 1.M.C 1.A.V 1.J.c	2.0 1.5 0.0 2.0 1.5 0.8	ka+maj	0	1285 1286	k a - + m a j
1471	new	ChaYeQing	ləmaj	ləmaj	l ə + m a j		2-93	5 7 9 4 7 6	AX_AXN	LE_MAJ	2	2.L.C 2.E.V 2._._ 2.M.C 2.A.V 2.J.c	2.0 1.5 0.0 2.0 1.5 0.8	lə+maj	0	1287 1286	l ə + m a j
1472	new	GuangKa	tamaːj	tamaːj	t a + m aː j	ruma1248	2-93	1 7 9 4 7 6	AX_AXN	TA_MAJ	4	4.T.C 4.A.V 4._._ 4.M.C 4.A.V 4.J.c	2.0 1.5 0.0 2.0 1.5 0.8	ta+maːj	0	1288 1286	t a + m aː j
1473	new	MangBang	tamaːj	tamaːj	t a + m aː j	ruma1248	2-93	1 7 9 4 7 6	AX_AXN	TA_MAJ	7	7.T.C 7.A.V 7._._ 7.M.C 7.A.V 7.J.c	2.0 1.5 0.0 2.0 1.5 0.8	ta+maːj	0	1288 1286	t a + m aː j
1474	new	NanSang	tamaːj	tamaːj	t a + m aː j	ruma1248	2-93	1 7 9 4 7 6	AX_AXN	TA_MAJ	11	11.T.C 11.A.V 11._._ 11.M.C 11.A.V 11.J.c	2.0 1.5 0.0 2.0 1.5 0.8	ta+maːj	0	1288 1286	t a + m aː j
97	night	NamHsan	ram̥әɯ	ram̥әɯ	r a + m̥ ə ɯ		1-7	5 7 9 4 7 7	AX_AXZ	RA_MEI	10	10.R.C 10.A.V 10._._ 10.M.C 10.E.V 10.I.V	2.0 1.5 0.0 2.0 1.5 0.8	ra+m̥əɯ	0	1321 1319	r a - + - m̥ ə - ɯ
98	night	KhunHawt	lapm̥әː	lapm̥әː	l a p + m̥ əː		1-7	5 7 1 9 4 7	AXN_AX	LAP_ME	6	6.L.C 6.A.V 6.P.c 6._._ 6.M.C 6.E.V	2.0 1.5 0.8 0.0 2.0 1.5	lap+m̥əː	0	1322 1319	l a p + - m̥ əː - -
99	night	HtanHsan	rәnm̥әː	rәnm̥әː	r ə n + m̥ əː		1-7	5 7 4 9 4 7	AXN_AX	REN_ME	5	5.R.C 5.E.V 5.N.c 5._._ 5.M.C 5.E.V	2.0 1.5 0.8 0.0 2.0 1.5	rən+m̥əː	0	1321 1319	r ə n + - m̥ əː - -
100	night	PangKham	khimm̥әɯ	khimm̥әɯ	kʰ i m + m̥ ə ɯ		1-7	1 7 4 9 4 7 7	AXN_AXZ	KIM_MEI	14	14.K.C 14.I.V 14.M.c 14._._ 14.M.C 14.E.V 14.I.V	2.0 1.5 0.8 0.0 2.0 1.5 0.8	kʰim+m̥əɯ	0	1320 1319	kʰ i m + - m̥ ə - ɯ
101	night	ManLoi	khiːm̥әɯ	khiːm̥әɯ	kʰ iː + m̥ ə ɯ		1-7	1 7 9 4 7 7	AX_AXZ	KI_MEI	8	8.K.C 8.I.V 8._._ 8.M.C 8.E.V 8.I.V	2.0 1.5 0.0 2.0 1.5 0.8	kʰiː+m̥əɯ	0	1318 1319	kʰ iː - + - m̥ ə - ɯ
102	night	MengDan	khiːw m̥əɯ	khiːw m̥əɯ	kʰ iː w + + m̥ ə ɯ	khan1274	1-7	1 7 6 9 9 4 7 7	AXN__AXZ	KIW__MEI	9	9.K.C 9.I.V 9.W.c 9._._ 9._._ 9.M.C 9.E.V 9.I.V	2.0 1.5 0.8 0.0 0.0 2.0 1.5 0.8	kʰiːw++m̥əɯ	0	1318 1319	kʰ iː w + + m̥ ə - ɯ
103	night	ChuDongGua	kham̥ɯ	kham̥ɯ	kʰ a + m̥ ɯ		1-7	1 7 9 4 7	AX_AX	KA_MI	3	3.K.C 3.A.V 3._._ 3.M.C 3.I.V	2.0 1.5 0.0 2.0 1.5	kʰa+m̥ɯ	0	1318 1319	kʰ a - + - m̥ ɯ - -
104	night	XiangZhaiTang	ʨuŋm̥əɯ	ʨuŋm̥əɯ	tɕ u ŋ + m̥ ə ɯ	ruma1248	1-7	2 7 4 9 4 7 7	AXN_AXZ	CYN_MEI	16	16.C.C 16.Y.V 16.N.c 16._._ 16.M.C 16.E.V 16.I.V	2.0 1.5 0.8 0.0 2.0 1.5 0.8	tɕuŋ+m̥əɯ	0	1324 1319	tɕ u ŋ + - m̥ ə - ɯ
105	night	PongNuea	khɛm̥әɯ	khɛm̥әɯ	kʰ ɛ + m̥ ə ɯ		1-7	1 7 9 4 7 7	AX_AXZ	KE_MEI	15	15.K.C 15.E.V 15._._ 15.M.C 15.E.V 15.I.V	2.0 1.5 0.0 2.0 1.5 0.8	kʰɛ+m̥əɯ	0	1318 1319	kʰ ɛ - + - m̥ ə - ɯ
106	night	NyaungGone	pam̥ə	pam̥ə	p a + m̥ ə		1-7	1 7 9 4 7	AX_AX	PA_ME	13	13.P.C 13.A.V 13._._ 13.M.C 13.E.V	2.0 1.5 0.0 2.0 1.5	pa+m̥ə	0	1323 1319	p a + - m̥ ə - -
107	night	NoeLae	khɛm̥ə	khɛm̥ə	kʰ ɛ + m̥ ə		1-7	1 7 9 4 7	AX_AX	KE_ME	12	12.K.C 12.E.V 12._._ 12.M.C 12.E.V	2.0 1.5 0.0 2.0 1.5	kʰɛ+m̥ə	0	1318 1319	kʰ ɛ - + - m̥ ə - -
108	night	BanPaw	khɛm̥ə	khɛm̥ə	kʰ ɛ + m̥ ə		1-7	1 7 9 4 7	AX_AX	KE_ME	1	1.K.C 1.E.V 1._._ 1.M.C 1.E.V	2.0 1.5 0.0 2.0 1.5	kʰɛ+m̥ə	0	1318 1319	kʰ ɛ - + - m̥ ə - -
109	night	ChaYeQing	kham̥eːw	kham̥eːw	kʰ a + m̥ eː w		1-7	1 7 9 4 7 6	AX_AXN	KA_MEW	2	2.K.C 2.A.V 2._._ 2.M.C 2.E.V 2.W.c	2.0 1.5 0.0 2.0 1.5 0.8	kʰa+m̥eːw	0	1318 1319	kʰ a - + - m̥ eː w -
110	night	GuangKa	kasɛm	kasɛm	k a + s ɛ m	ruma1248	3-7	1 7 9 3 7 4	AX_AXN	KA_SEM	4	4.K.C 4.A.V 4._._ 4.S.C 4.E.V 4.M.c	2.0 1.5 0.0 2.0 1.5 0.8	ka+sɛm	0	1318 1320	k a - + s ɛ m
111	night	MangBang	kasəm	kasəm	k a + s ə m	ruma1248	3-7	1 7 9 3 7 4	AX_AXN	KA_SEM	7	7.K.C 7.A.V 7._._ 7.S.C 7.E.V 7.M.c	2.0 1.5 0.0 2.0 1.5 0.8	ka+səm	0	1318 1320	k a - + s ə m
112	night	NanSang	kasəm	kasəm	k a + s ə m	ruma1248	3-7	1 7 9 3 7 4	AX_AXN	KA_SEM	11	11.K.C 11.A.V 11._._ 11.S.C 11.E.V 11.M.c	2.0 1.5 0.0 2.0 1.5 0.8	ka+səm	0	1318 1320	k a - + s ə m
513	nose	NamHsan	kɔŋmuh	kɔŋmuh	k ɔ ŋ + m u h		1-33	1 7 4 9 4 7 3	AXN_AXN	KUN_MYH	10	10.K.C 10.U.V 10.N.c 10._._ 10.M.C 10.Y.V 10.H.c	2.0 1.5 0.8 0.0 2.0 1.5 0.8	kɔŋ+muh	0	1351 1352	k ɔ ŋ + m u - h
514	nose	KhunHawt	kɔŋmur̥	kɔŋmur̥	k ɔ ŋ + m u r̥		2-33	1 7 4 9 4 7 5	AXN_AXN	KUN_MYR	6	6.K.C 6.U.V 6.N.c 6._._ 6.M.C 6.Y.V 6.R.c	2.0 1.5 0.8 0.0 2.0 1.5 0.8	kɔŋ+mur̥	0	1351 1352	k ɔ ŋ + m u r̥ -
515	nose	HtanHsan	kɔŋmuh	kɔŋmuh	k ɔ ŋ + m u h		1-33	1 7 4 9 4 7 3	AXN_AXN	KUN_MYH	5	5.K.C 5.U.V 5.N.c 5._._ 5.M.C 5.Y.V 5.H.c	2.0 1.5 0.8 0.0 2.0 1.5 0.8	kɔŋ+muh	0	1351 1352	k ɔ ŋ + m u - h
516	nose	PangKham	ɡɔŋmuh	ɡɔŋmuh	g ɔ ŋ + m u h		1-33	1 7 4 9 4 7 3	AXN_AXN	KUN_MYH	14	14.K.C 14.U.V 14.N.c 14._._ 14.M.C 14.Y.V 14.H.c	2.0 1.5 0.8 0.0 2.0 1.5 0.8	gɔŋ+muh	0	1351 1352	g ɔ ŋ + m u - h
517	nose	ManLoi	ɡɔŋmuh	ɡɔŋmuh	g ɔ ŋ + m u h		1-33	1 7 4 9 4 7 3	AXN_AXN	KUN_MYH	8	8.K.C 8.U.V 8.N.c 8._._ 8.M.C 8.Y.V 8.H.c	2.0 1.5 0.8 0.0 2.0 1.5 0.8	gɔŋ+muh	0	1351 1352	g ɔ ŋ + m u - h
518	nose	MengDan	ʔamujh	ʔamujh	ʔ a + m u j h	khan1274	1-33	1 7 9 4 7 6 3	AX_AXLN	HA_MYJH	9	9.H.C 9.A.V 9._._ 9.M.C 9.Y.V 9.J.c 9.H.c	2.0 1.5 0.0 2.0 1.5 1.1 0.8	ʔa+mujh	0	1355 1352	ʔ a + m u j h
519	nose	ChuDongGua	mujh	mujh	m u j h		1-33	4 7 6 3	AXLN	MYJH	3	3.M.C 3.Y.V 3.J.c 3.H.c	2.0 1.5 1.1 0.8	mujh	0	1352	m u j h
520	nose	XiangZhaiTang	ɡuŋmuh	ɡuŋmuh	g u ŋ + m u h	ruma1248	1-33	1 7 4 9 4 7 3	AXN_AXN	KYN_MYH	16	16.K.C 16.Y.V 16.N.c 16._._ 16.M.C 16.Y.V 16.H.c	2.0 1.5 0.8 0.0 2.0 1.5 0.8	guŋ+muh	0	1351 1352	g u ŋ + m u - h
521	nose	PongNuea	ɡuŋmuh	ɡuŋmuh	g u ŋ + m u h		1-33	1 7 4 9 4 7 3	AXN_AXN	KYN_MYH	15	15.K.C 15.Y.V 15.N.c 15._._ 15.M.C 15.Y.V 15.H.c	2.0 1.5 0.8 0.0 2.0 1.5 0.8	guŋ+muh	0	1351 1352	g u ŋ + m u - h
522	nose	NyaungGone	ɡumuh	ɡumuh	g u + m u h		1-33	1 7 9 4 7 3	AX_AXN	KY_MYH	13	13.K.C 13.Y.V 13._._ 13.M.C 13.Y.V 13.H.c	2.0 1.5 0.0 2.0 1.5 0.8	gu+muh	0	1351 1352	g u - + m u - h
